147023 ZealandA
85405 ZealandB
145872 ZealandC
305798 Zuid_HollandA
161333 Noord_HollandA
8179 FrieslandA
3147202 Zuid_HollandB
2422567 Noord_HollandB
19591 FrieslandB
1159200 Utrecht
243351 FlevolandA
13440 FrieslandC
113049 FlevolandB
2406900 Noord_Brabant
1143000 Limburg
8496 FrieslandD
592794 FrieslandE
1967600 Gelderland
1105800 Overijssel
482300 Drenthe
575900 Groningen
