126000 Valle_d'Aosta
4401000 Piemonte
1666000 Sardegna
1610000 Liguria
9642000 Lombardia
3677000 Toscana
1007000 Trentino-Alto_Adige
4276000 Emilia-Romagna
4832000 Veneto
884000 Umbria
1222000 Friuli-Venezia_Giula
1553000 Marche
5561000 Lazio
1324000 Abruzzo
320000 Molise
5030000 Sicilia
5811000 Campania
591000 Basilicata
2007000 Calabria
4076000 Paglia
