4288 Valle_d'Aosta
123229 Piemonte
33823 Sardegna
41336 Liguria
321627 Lombardia
102606 Toscana
31098 Trentino-Alto_Adige
13394 Emilia-Romagna
144565 Veneto
21489 Umbria
34740 Friuli-Venezia_Giula
40311 Marche
173371 Lazio
27764 Abruzzo
6067 Molise
85317 Sicilia
95949 Campania
10802 Basilicata
33248 Calabria
68976 Paglia
